Gépcoop cikkszám;  Cikknév;Iron trade;Csavarda;Koelner;Mekrs;Fabory;Ferdinand;Reyher;Hopefix;Fastbolt;Schafer;King;Wasi
528185HSSCSAP;HENGERESSZÁRÚ CSIGAFÚRÓ 18.5  CSAPOLT SZÁR 13 MM  HSS;;;;;;;;;;;;
528185KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 18.5 HSS;;;51088;;;;;;;;;
52818604;"ADAPTER 3 RÉSZES KÉSZLET 1/4"",3/8"",1/2"" CRV FESTA";;;;;;;;;;;;
52818909;BIT ÉS ADAPTER KÉSZLET 100 RÉSZES S2 FESTA;;;;;;;;;;;;
52818B550;ÜVEGKAPARÓ 18B550 TOP TOOLS;;;;;;;;;;;;
52818CO5;HENGERESSZÁRÚ CSIGAFÚRÓ 18 HSS-E COBALTOS 5% DIN 338;;;65323;;;;;;;;;
52818CO5CS;HENGERESSZÁRÚ CSIGAFÚRÓ 18 CSAPOLT 12.7 HSS-E COBALTOS 5% DIN 338;;;;;;;;;;;;
52818HSSCSAP;HENGERESSZÁRÚ CSIGAFÚRÓ 18  CSAPOLT SZÁR 13 MM  HSS;;;;;;;;;;;;
52818KFHW;MAGFÚRÓ 18-AS HOSSZÚ 19/50 WELDON-SZÁRAS KEN2882180K;;;;;;;;;;;;
52818KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 18 HSS;;;;;;;;;;;;
52818KHSSE;KÚPOSSZÁRÚ CSIGAFÚRÓ 18 HSS-E;;;;;;;;;;;;
52818LBB10;TAPÉTAVÁGÓ PENGE 18MM 10DB/CSOM OLFA LBB-10;;;;;;;;;;;;
52818LBB10B;TAPÉTAVÁGÓ PENGE 18MM 10DB/CSOM OLFA LBB-10B;;;;;;;;;;;;
52818LBB50;TAPÉTAVÁGÓ PENGE 18MM 50DB/CSOM OLFA LBB-50;;;;;;;;;;;;
52818MM12KT;DUGÓKULCS 18 MM  1/2˝ KINGTONY 453518M;;;;;;;;;;;;
52818MMCS;MENETMETSZŐ CSŐMENETHEZ G 1/8˝;;;02641;;;;;;;;;
52818MMTV;TAPÉTAVÁGÓ PENGE 18MM 10DB/CSOMAG OLFA LB-10;;;;;;;;;;;;
52818STAN;TAPÉTAVÁGÓ FÉMHÁZAS 18MM STANLEY 010018;;;;;;;;;;;;
52818STANPVC;PVC KÉS FÉMHÁZAS 18MM STANLEY 0-10-018;;;;;;;;;;;;
52818TEDYNYTL;TEDDY HENGER VELUR NYÉLLEL+TÁLCA+LEHÚZÓ 20 CM;;;;;;;;;;;;
52818VSZK;VILLANYSZERELŐ KÉSZLET VDE SZIGETELT 18 DB-OS BGS;;;;;;;;;;;;
52819.5KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 19.5 HSS;;;51090;;;;;;;;;
52819034;KALAPÁCS  ÜVEGSZÁLAS 3 KG;;;;;;;;;;;;
52819061;ÁCSKALAPÁCS 600 G ÜVEGSZÁLAS NYÉL FESTA;;;;;;;;;;;;
52819086;KALAPÁCS 600 G FESTA 19086;;;;;;;;;;;;
52819136;KŐMŰVES KALAPÁCS KŐRISFA NYÉL 36 MM FESTA 19136;;;;;;;;;;;;
52819148;KŐMŰVES KALAPÁCS KŐRISFA NYÉL 48 MM FESTA 19148;;;;;;;;;;;;
52819151;KŐMŰVES KALAPÁCS ÜVEGSZÁLAS NYÉL 600 G FESTA 19151;;;;;;;;;;;;
5281919577;SZÉNKEFE CB-204 191957-7 MAKITA;;;;;;;;;;;;
5281919624;SZÉNKEFE CB-419 191962-4 MAKITA (195015-1);;;;;;;;;;;;
528191D894;DAMILFEJ FÉLAUTOMATA M10X1.25 LH 102MM MAKITA 191D89-4;;;;;;;;;;;;
528191G169;"LÁNCVEZETŐ 35CM 1,1 MM 3/8"" DUC 353/UC3541 MAKITA 191G16-9";;;;;;;;;;;;
528191G177;"LÁNCVEZETŐ 40CM 3/8"" 1.1 MAKITA 191G17-7";;;;;;;;;;;;
528191H034;"FŰRÉSZ LÁNC 40CM 1.1MM 3/8"" MAKITA 191H03-4";;;;;;;;;;;;
528191H513;"LÁNCFŰRÉSZ LÁNC SZ: 68 1.5M 3/8"" MAKITA 191H51-3";;;;;;;;;;;;
528193012;SZŰKÍTŐ PATRON 6MM MAKITA;;;;;;;;;;;;
5281934DKGH;DUGÓKULCS GÉPI HOSSZÚ 19 MM 3/4˝;;;;;;;;;;;;
528193968;SZERSZÁMKOCSI 1-93-968 STANLEY;;;;;;;;;;;;
5281939777;AKKUMULÁTOR 193977-7;;;;;;;;;;;;
5281940742;SZÉNKEFE CB-325 194074-2 MAKITA;;;;;;;;;;;;
52819408;HEGYES VÉSŐ VÉGŐGUMIVAL 250 MM FESTA;;;;;;;;;;;;
528194857;"SZERSZÁMOS LÁDA 16"" STANLEY 1-94-857";;;;;;;;;;;;
5281950216;SZÉNKEFE CB-440 MAKITA 195021-6;;;;;;;;;;;;
5281955842;AKKUMULÁTOR TÖLTŐ 14.4-18V DC18RC SZIMPLA MAKITA 195584-2;;;;;;;;;;;;
528195611;SZERSZÁM HÁTIZSÁK FATMAX 1-95-611 STANLEY;;;;;;;;;;;;
528195CO5CS;HENGERESSZÁRÚ CSIGAFÚRÓ 19.5 CSAPOLT 12.7 HSS-E COBALTOS 5% DIN 338;;;;;;;;;;;;
528195HSSCSAP;HENGERESSZÁRÚ CSIGAFÚRÓ 19.5  CSAPOLT SZÁR 13 MM  HSS;;;;;;;;;;;;
5281960324;SZÁR HOSSZABBÍTÓ FŰKASZÁHOZ 1000MM DUX60 196032-4 MAKITA;;;;;;;;;;;;
528196178ST;SZERSZÁMOS ÖVTÁSKA DUPLA STANLEY 1-96-178;;;;;;;;;;;;
528196182ST;"SZERSZÁMOS TÁSKA 16""  STANLEY 1-96-182";;;;;;;;;;;;
528196183ST;"SZERSZÁMOS TÁSKA 16""  STANLEY 1-96-183";;;;;;;;;;;;
5281973634;AKKUMULÁTOR TÖLTŐ 10.8V-12V DC10SA MAKITA 197363-4;;;;;;;;;;;;
5281985168;SZEGÉLYVÁGÓ OLLÓ HOSSZÚ EGYENES MARKOLAT MAKITA 198516-8;;;;;;;;;;;;
5281990LR;"RÁTŰZŐKULCS GÉPI 19MM L=90MM 3/4"" HEYCO";;;;;;;;;;;;
528199KÖCD;KERESZTÖSSZEKÖTŐ K199 Z-LKRZ CD PROFILHOZ;;;06196;;;;;;;;;
52819A45445;"DUGÓKULCS 19 MM 3/8"" 6 SZÖG KS TOOLS 917.3819";;;;;;;;;;;;
52819CETPSZF;PÁNTOLÓSZALAG FESZÍTŐ CET 19 CARISTRAP;;;;;;;;;;;;
52819CO5CS;HENGERESSZÁRÚ CSIGAFÚRÓ 19 CSAPOLT 12.7 HSS-E COBALTOS 5% DIN 338;;;;;;;;;;;;
52819CSVGED;CSILLAG-VILLÁSKULCS 19MM GEDORE;;;;;;;;;;;;
52819HEYCO;IMBUSZKULCS 19-ES HEYCO;;;;;;;;;;;;
52819HIMBUSZ;IMBUSZKULCS 19-ES HOSSZÚ DIN911L FORUM/FORTIS;;;;;;;;;;;;
52819HSSCSAP;HENGERESSZÁRÚ CSIGAFÚRÓ 19  CSAPOLT SZÁR 13 MM  HSS;;;;;;;;;;;;
52819KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 19 HSS;;;51089;;;;;;;;;
52819PKKS;PIPAKULCS HAJLÍTOTT 19-ES 6 SZÖG L=204MM KS TOOLS;;;;;;;;;;;;
52819PSZCS;PÁNTOLÓSZALAG CSAT 19MM;;;;;;;;;;;;
52819PSZK;PÁNTOLÓSZALAG KAPOCS 19MM;;;;;;;;;;;;
5281BRF;FÜGGESZTŐ BIZTONSÁGI RUGÓS K05 Z-WOBR;;;;;;;;;;;;
5281FPBAR;FESTÉKPOR BARNA 1 KG;;;;;;;;;;;;
5281GK;KALAPÁCS GUMI 1 KG;;;;;;;;;;;;
5281HSSBAL;HENGERESSZÁRÚ CSIGAFÚRÓ BALOS 1 HSS;;;;;;;;;;;;
5281KPROKH;KARCTŰ PROFI KEMÉNYFÉM HEGGYEL USH;;;02630;;;;;;;;;
5281KZS;KICSAPÓZSINÓR MŰANYAGHÁZAS STANLEY 0-47-440;;;;;;;;;;;;
5281LEDU;LAPOS ECSET DUPLA 1˝;;;;;;;;;;;;
5281MŰA;"LAPOS ECSET MŰANYAG NYÉLLEL DUPLA 1""";;;;;;;;;;;;
5281R;"RADIÁTOR ECSET 1""";;;;;;;;;;;;
5281SKLT;SALGÓ POLC KL.;;;;;;;;;;;;
5281SZL;SZERELŐ LÁMPA;;;;;;;;;;;;
5281TRA705T;TŰZŐKAPOCS G 8 MM STANLEY 1-TRA705T;;;;;;;;;;;;
5281TRA7065T;TŰZŐKAPOCS G 10 MM STANLEY 1-TRA706-T;;;;;;;;;;;;
5281WCKRK;WC KAGYLÓRÖGZÍTŐ KÉSZLET;;;;;;;;;;;;
5281XP;FOGÓ KOMBINÁLT XP;;;;;;;;;;;;
5282.1CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.1 HSS CO5 RUKO 215021;;;;;;;;;;;;
5282.2CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.2 HSS CO5 RUKO 215022;;;;;;;;;;;;
5282.3CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.3 HSS CO5 RUKO 215023;;;;;;;;;;;;
5282.4CO5;HENGERESSZÁRÚ CSIGAFÚRÓ 2.4 HSS CO5 DIN 338;;;;;;;;;;;;
5282.4CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.4 HSS CO5 RUKO 215024;;;;;;;;;;;;
5282.5HSSBAL;HENGERESSZÁRÚ CSIGAFÚRÓ BALOS 2.5 HSS;;;;;;;;;;;;
5282.6CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.6 HSS CO5 RUKO 215026;;;;;;;;;;;;
5282.7CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.7 HSS CO5 RUKO 215027;;;;;;;;;;;;
5282.8CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.8 HSS CO5 RUKO 215028;;;;;;;;;;;;
5282.9CO5RUKO;HENGERESSZÁRÚ CSIGAFÚRÓ 2.9 HSS CO5 RUKO 215029;;;;;;;;;;;;
528200;FOGÓ EGYETEMES 200 MM CEKO;;;;;;;;;;;;
528200001TOLOKIN;TOLÓMÉRŐ DIGITÁLIS NAGY KIJ.200/0.01 MM KINEX;;;;;;;;;;;;
528200038;KÁBELCSUPASZÍTÓ KÉS JOKARI 4-16 HAUPA 200038;;;;;;;;;;;;
528200095;OLLÓ KÁBELVÁGÓ 530 MM MAX 35 MM-IG HAUPA;;;;;;;;;;;;
528200101;FESTŐHENGER 100MM SCHULLER 20010 1;;;;;;;;;;;;
52820010326A60M;KÖSZÖRŰKORONG 200X10X32 6A 60M;;;;;;;;;;;;
52820012KV;HIDEGVÁGÓ KERESZTVÁGÓ 200X9 MM KEN5056740K;;;;;;;;;;;;
528200130TSZ;SZÖGELLENŐRZŐ 45 FOKOS TALPAS 200X130MM;;;;;;;;;;;;
5282001A;KALAPÁCS FA NYÉLLEL 100 G EXTOL;;;;;;;;;;;;
5282001RHS;RESZELŐ HÁROMÉLŰ 200/1 SIMÍTÓ;;;;;;;;;;;;
5282001RL;RESZELŐ LAPOS 200/1;;;;;;;;;;;;
5282001RLMNYKS;RESZELŐ LAPOS 200/1 MŰANYAG NYÉLLEL KS;;;;;;;;;;;;
5282001RNFAKAISER;RESZELŐ NéGYéLű 200/1 FA NYéLLEL KAISER;;;;;;;;;;;;
52820020201C60M;KÖSZÖRŰKORONG 200X20X20  1C 60M;;;;;;;;;;;;
52820020LV;HIDEGVÁGÓ LAPOSVÁGÓ 200X20 MM;;;;;;;;;;;;
52820025326A60M;KÖSZÖRŰKORONG 200X25X32 6A 60M 8V 38 PIROS;;;;;;;;;;;;
528200263060;KÖRFŰRÉSZLAP 200X2,6X30 MM Z60 KEMÉNYFÉM VÁLTÓ FOGAZAT Z-TOOLS;;;;;;;;;;;;
5282002A;KALAPÁCS FA NYÉLLEL 200 G EXTOL;;;;;;;;;;;;
52820038;HEGESZTŐKOCSI GSW 200 GÜDE 20038;;;;;;;;;;;;
5282003RHS;RESZELŐ HÁROMÉLŰ 200/3 SIMÍTÓ;;;;;;;;;;;;
5282003RL;RESZELŐ LAPOS 200/3;;;;;;;;;;;;
5282004A;KALAPÁCS FA NYÉLLEL 400 G EXTOL;;;;;;;;;;;;
5282005A;KALAPÁCS FA NYÉLLEL 500 G EXTOL;;;;;;;;;;;;
5282005APT;MULTIMETER DIGITÁLIS PEAKTECH 2005 A;;;;;;;;;;;;
5282006;PEVASTAR KÉZTISZTÍTÓ 10 KG;;;;;;;;;;;;
5282006A;LAKATOS KALAPÁCS 0,6KG EXTOL 2006A;;;;;;;;;;;;
5282008A;KALAPÁCS FA NYÉLLEL 800 G EXTOL;;;;;;;;;;;;
52820090;LÉPCSŐS FÚRÓ KÉSZLET HÁROM RÉSZES  4-12 / 4-20 / 4-32 EXTOL;;;;;;;;;;;;
528200AEF;ELEKTRÓDA FOGÓ 200A CONFORT ESAB;;;;;;;;;;;;
528200FK;FRANCIAKULCS 200MM 0-55MM;;;;;;;;;;;;
528200FSZT;SATU PÁRUHZAMOS FORGÓZSÁMOLYOS 200MM Z-TOOLS;;;;;;;;;;;;
528200OSBORN;HULLÁMOS KÖRKEFE FURATOS REZEZETT ACÉL 200/0.30 OSBORN;;;;;;;;;;;;
528200PAF;PÁRHUZAMVONALZÓ ACÉL 200/0.05 MM FORUM;;;;;;;;;;;;
528200PJBER;PÁRHUZAM ELŐRAJZOLÓ TOLÓMÉRŐ 200/0,1MM BERGER;;;;;;;;;;;;
528200RE;FOGÓ RÁDIÓS EGYENES 200MM CV CSÍPŐÉLLEL;;;;;;;;;;;;
528200RFK;RESZELŐ /FARÁSPOLY/ KEREK 200MM;T06A833;;;;;;;;;;;
528200RFL;RESZELŐ /FARÁSPOLY/ LAPOS 200MM;T06A831;;;;;;;;;;;
528200RK5R;RESZELŐ KÉSZLET FÉM 200MM 5RÉSZES EXTOL 8803611;;;;;;;;;;;;
52820100CSHT;CSAVARHÚZÓ TORX 20X100 MM;600320100000;;;;;;;;;;;
52820100KZSP;KŐMŰVES ZSINÓR 2.0X100M POLIETILÉN PIROS;;;;;;;;;;;;
52820100KZSZ;KŐMŰVES ZSINÓR 2.0X100M POLIETILÉN ZÖLD;;;;;;;;;;;;
52820100TXCS;CSAVARHÚZÓ TORX 20X100 KS TOOLS;;;;;;;;;;;;
52820108271;EMELŐSZEM NAGYSZILÁRDSÁGÚ CSAPÁGYAZOTT M20 / 10 / 8-271;;;;;;;;;;;;
5282010A;KALAPÁCS FA NYÉLLEL 1000 G EXTOL;;;;;;;;;;;;
5282011;PEVASTAR KÉZTISZTÍTÓ 3 KG;;;;;;;;;;;;
5282012ISO10K10;ESZTERGAKÉS MENETVÁGÓ 20X12 K10 ISO 10;;;;;;;;;;;;
5282012ISO7P20;ESZTERGAKÉS SZÚRÓ 20X12 P20 J ISO 7;;;;;;;;;;;;
5282012NB;GYALU VASTAGOLÓ 300MM MAKITA 2012NB;;;;;;;;;;;;
5282013HSSCSF;HENGERESSZÁRÚ CSIGAFÚRÓ 20  205/140MM CSAPOLT SZÁR 13 HSS FORUM DIN338;;;;;;;;;;;;
52820152TCOB;"BEHAJTÓHEGY TORX 20X152 1/4"" COBIT";;;;;;;;;;;;
5282015A;HENGERES GUMIBAK REZGÉSCSILLAPÍTÓ A TÍPUS 20/15 M6 20/15/18;;;;;;;;;;;;
5282015AE;KALAPÁCS FA NYÉLLEL 1500 G EXTOL;;;;;;;;;;;;
5282020160GYBK;ESZTERGAKÉS BETÉTKÉS GYORSACÉL 20x20x160;;;;;;;;;;;;
5282020200GYBKCO;ESZTERGAKÉS BETÉTKÉS GYORSACÉL 20x20x200 HSS-E-CO10 H13;;;;;;;;;;;;
52820205140HSS;HENGERESSZÁRÚ CSIGAFÚRÓ 20  CSAPOLT SZÁR 13 HSS;;;;;;;;;;;;
52820206P40;LAMELLÁS CSISZOLÓ CSAPOS 20X20X6 P40;;;;;;;;;;;;
52820206P60;LAMELLÁS CSISZOLÓ CSAPOS 20X20X6 P60 SZATURNUSZ;;;;;;;;;;;;
52820206P60F;LAMELLÁS CSISZOLÓ CSAPOS 20X20X6 P60;;;;;;;;;;;;
5282020A;KALAPÁCS FA NYÉLLEL 2000 G EXTOL;;;;;;;;;;;;
5282020EKZSM20;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 M20 ISO 2;;;;;;;;;;;;
5282020EKZSP20;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 P20 ISO 9;;;;;;;;;;;;
5282020EKZSP20BAL;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 P20 BALOS ISO 9;;;;;;;;;;;;
5282020ISO2K10;ESZTERGAKÉS HAJLÍTOTT 20X20 K10 J ISO-2;;;;;;;;;;;;
5282020ISO2K10B;ESZTERGAKÉS HAJLÍTOTT 20X20 K10 B ISO-2;;;;;;;;;;;;
5282020ISO2P20;ESZTERGAKÉS HAJLÍTOTT 20X20 P20 J ISO-2;;;;;;;;;;;;
5282020ISO2P30;ESZTERGAKÉS HAJLÍTOTT 20X20 P30 J ISO-2;;;;;;;;;;;;
5282020ISO6K10J;ESZTERGAKÉS OLDALÉLÜ 20X20 K10 J ISO-6;;;;;;;;;;;;
5282020ISO6K20;ESZTERGAKÉS OLDALÉLÜ 20X20 K20 ISO-6;;;;;;;;;;;;
5282020ISO6M20;ESZTERGAKÉS OLDALÉLÜ 20X20 M20 ISO-6;;;;;;;;;;;;
5282020ISO6P20J;ESZTERGAKÉS OLDALÉLÜ 20X20 P20 J ISO-6;;;;;;;;;;;;
5282020ISO6P30J;ESZTERGAKÉS OLDALÉLŰ 20X20 P30 J ISO 6;;;;;;;;;;;;
5282020ISO9K10;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 K10 ISO 9;;;;;;;;;;;;
5282020ISO9K10BAL;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 K10 BALOS ISO 9;;;;;;;;;;;;
5282020ISO9K20BAL;ESZTERGAKÉS ZSÁKFURATHOZ 20X20 K20 BALOS ISO 9;;;;;;;;;;;;
5282022CSKKS;CSILLAGKULCS 20-22 KS TOOLS;;;;;;;;;;;;
528202561A36;KÖSZÖRŰKORONG HENGERCSAPOS 20X25X6  1A 36;;;;;;;;;;;;
528202BT;MENETMETSZŐ M20X2 HSS BUCOVICE TOOLS;;;;;;;;;;;;
52820390KSHSS;KÚPSÜLLYESZTŐ 20 3 ÉLŰ 90 FOK HSS;;;02503;;;;;;;;;
5282050MAG;"MAGFÚRÓ 20X50 WELDON 3/4"" HSS-E";;;;;;;;;;;;
52820513HSSCSF;HENGERESSZÁRÚ CSIGAFÚRÓ 20.5  205/140MM CSAPOLT SZÁR 13 HSS FORUM DIN338;;;;;;;;;;;;
52820520SMM;KŐZETFÚRÓ SDS MAX 20X520 ZENTRO P-77827 MAKITA;;;;;;;;;;;;
528205223R;FÚRÓ KÉSZLET 1-10 ( +0,1) 91 DB RUKO;;;;;;;;;;;;
528205KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 20.5 HSS;;;51092;;;;;;;;;
5282070SUPRA;BEHAJTÓHEGY TX20X70 SUPRA (3DB/CSOMAG);;;;;;;;;;;;
52820802009;SZALAGFŰRÉSZ VÉGTELENÍTETT 2080X20X0.9 10/14;;;;;;;;;;;;
5282085YATO;FOGÓ LAPOS MŰSZERÉSZ 115 MM YATO YT-2085;;;;;;;;;;;;
52820CO5CS;HENGERESSZÁRÚ CSIGAFÚRÓ 20 CSAPOLT 12.7 HSS-E COBALTOS 5% DIN 338;;;;;;;;;;;;
52820FORSTK;FÚRÓ FORSTNER 20 MM KFL;;;;;;;;;;;;
52820HBV;HABARCSVÖDÖR 20 LITERES ;;;;;;;;;;;;
52820HSSBIME;KÖRKIVÁGÓ 20-ES HSS BI-METAL KS-TOOLS 129.5020;;;;;;;;;;;;
52820KFHM;MAGFÚRÓ 20MM HSS-E SILVER LINE 50 METALLKRAFT;;;;;;;;;;;;
52820KFHW;MAGFÚRÓ 20-AS HOSSZÚ 19/50 WELDON-SZÁRAS UBR2681020L;;;;;;;;;;;;
52820KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 20 HSS;;;51091;;;;;;;;;
52820LAP005;HÉZAGMÉRŐ 20 LAPOS 0.05-1;;;;;;;;;;;;
52820MGEHSS;MENETFÚRÓ GÉPI EGYENES HORNYÚ M20 HSS;;;58975;;;;;;;;;
52820MLKPVC;HOSSZABBÍTÓ LENGŐKÁBELES PVC 3X1.5 20M 230V;;;;;;;;;;;;
52820MMBAL;MENETMETSZŐ M20 BALOS;;;;;;;;;;;;
52820ÖSZRT;ÖNTAPADÓS SZIGETELÉSRÖGZÍTŐ TÜSKE 20 MM;;;;;;;;;;;;
528210150RENN;CSAPSZEGKIÜTŐ 2X10X150 RENNSTEIG;;;;;;;;;;;;
528210199;KÉS FÉMHÁZAS TRAPÉZPENGÉS STANLEY 2-10-199;;;;;;;;;;;;
52821050;TEDDY LAKK HENGER 5 CM /502404/ 21050;;;;;;;;;;;;
528210762;PRÉSFOGÓ SZIGETELETLEN SAROKHUZ 0.5-6MM2 HAUPA 210762;;;;;;;;;;;;
5282107FK;SZALAGFŰRÉSZ HORDOZHATÓ 710W 120MM MAKITA 2107FK;;;;;;;;;;;;
528210804;ÉRVÉGHÜVELY PRÉS 0.08-10MM2 HAUPA 210804;;;;;;;;;;;;
528210805;SARUPRÉS 0.08-50MM2  FORGÓFEJES HAUPA 210805;;;;;;;;;;;;
52821100;TEDDY LAKK HENGER FINOM 110  21100;;;;;;;;;;;;
5282110SUPRA;BEHAJTÓHEGY PH2X110 SUPRA (3DB/CSOMAG);;;;;;;;;;;;
5282110SUPRAP;BEHAJTÓHEGY PZ2X110 SUPRA (3DB/CSOMAG);;;;;;;;;;;;
52821127HSS;HENGERESSZÁRÚ CSIGAFÚRÓ 21 CSAPOLT 12.7 HSS;;;;;;;;;;;;
5282113AB10;PRECÍZIÓS MÉRŐÓRA STANDARD 2-ES SOROZAT MITUTOYO;;;;;;;;;;;;
5282113HSSCFT;HENGERESSZÁRÚ CSIGAFÚRÓ 21 CSAPOLT SZÁR 13 HSS CFT DIN338;;;;;;;;;;;;
528211433;HÓLAPÁT 490X370MM FA NYÉLLEL KOVOS ALU;;;;;;;;;;;;
5282120101KT;POPSZEGECSHÚZÓ KAROS 2.4-4.8MM KING TONY 21-20-101;;;;;;;;;;;;
52821208;TEDDY HENGER SÁRGACSÍKOS TOP 10 CM BOLDRINI 21208;;;;;;;;;;;;
5282134DKGH;DUGÓKULCS GÉPI HOSSZÚ 21 MM 3/4˝;;;;;;;;;;;;
5282142T008;IMBUSZCSAVARHÚZÓ KÉSZLET 8 RÉSZES 2142 T-008 GEDORE;;;;;;;;;;;;
5282142YT;FOGÓ SEEGER 150MM EGYENES BELSŐ YATO YT-2142;;;;;;;;;;;;
528214401;GUMIPROFIL-MÉLYSÉGMÉRŐ 0-30MM VOGEL 214401;;;;;;;;;;;;
528214562STAN;LEMEZVÁGÓ OLLÓ ÁTTÉTELES BALOS STANLEY 2-14-562;;;;;;;;;;;;
528214563STAN;LEMEZVÁGÓ OLLÓ EGYENES STANLEY FATMAX PRO 2-14-563;;;;;;;;;;;;
528214564STAN;LEMEZVÁGÓ OLLÓ ÁTTÉTELES JOBBOS STANLEY 2-14-564;;;;;;;;;;;;
52821500;FESTŐHENGER 250 MM ROLLTEX EPOXI BOLDRINI 21500;;;;;;;;;;;;
52821502160PH010;CSAVARHÚZÓ KÉSZLET 3K 10 RÉSZES IS 3-8 PH 1-2 GEDORE;;;;;;;;;;;;
52821513HSSCSF;HENGERESSZÁRÚ CSIGAFÚRÓ 21.5  205/140MM CSAPOLT SZÁR 13 HSS FORUM DIN338;;;;;;;;;;;;
52821513HSSG;HENGERESSZÁRÚ CSIGAFÚRÓ 21.5MM HSS-G REDUKÁLT;;;;;;;;;;;;
528215KHSSMAY;KÚPOSSZÁRÚ CSIGAFÚRÓ 21.5 HSS ;;;51094;;;;;;;;;
528215MGD;GUMIKÁBEL DUGVILLÁVAL 2X1MM FEKETE 5M;;;;;;;;;;;;
528215PJS;PÁRHUZAMJELÖLŐ 215 MM STANLEY;;;;;;;;;;;;
52821630Z48M;KÖRFŰRÉSZLAP 216X30 Z48 MAKBLADE MAKITA B-08969;;;;;;;;;;;;
52821680BEBOS;KAPOCSBELÖVŐ 4-16MM BOSTITCH 21680B-E;;;;;;;;;;;;
5282170YT;VILLÁSKULCS ÁLLÍTHATÓ 150 MM 0-20 MM YATO YT-2170;;;;;;;;;;;;
5282172YT;VILLÁSKULCS ÁLLÍTHATÓ 260 MM 0-28 MM YATO YT-2172;;;;;;;;;;;;
5282185MK3MK2;ÁTALAKíTÓHÜVELY MK3/MK2 DIN 2185;;;;;;;;;;;;
5282185MK6MK3;ÁTALAKíTÓHÜVELY MK6/MK3 DIN 2185;;;;;;;;;;;;
5282185MK6MK4;ÁTALAKíTÓHÜVELY MK6/MK4 DIN 2185;;;;;;;;;;;;
528219119;FELFOGÓCSAP BO 6/6 0-4 TRS PFERD 219119;;;;;;;;;;;;
52821B3600;KINYOMÓPISZTOLY ZÁRT 21B3 600 ML ALU TOPEX;;;;;;;;;;;;
52821CSVKP;CSILLAG-VILLÁSKULCS 21-ES SW RÖVID;;;;;;;;;;;;
52821HSSBIME;KÖRKIVÁGÓ 21-ES HSS BI-METAL KS-TOOLS 129.5021;;;;;;;;;;;;
52821KHSS;KÚPOSSZÁRÚ CSIGAFÚRÓ 21 HSS;;;51093;;;;;;;;;
5282200013;KERÉKSZERELŐ SEGÉD (3.KÉZ);;;;;;;;;;;;
5282200R20G;FÚVÓKA KÉSZLET FESTÉKSZÓRÓ PISZTOLYHOZ GAV 2200R 2.0 MM;;;;;;;;;;;;
5282200RG;FESTÉKSZÓRÓ PISZTOLY FELSŐ TARTÁLYOS GAV RECORD 2200 HVLP;;;;;;;;;;;;
5282200RT;TARTÁLY GAV RECORD 2200 FESTÉKSZÓRÓ PISZTOLYHOZ;;;;;;;;;;;;
52822013;KÖRKEFE DRÓTCSISZOLÓ SODORT 115MM  M14 FESTA 22013;;;;;;;;;;;;
52822019;CSAPOS ECSETKEFE HULLÁMOS 0.3 17X6MM  FESTA 22019;;;;;;;;;;;;
52822034;LEV KÉZI DRÓTKEFE 300MM, FA NYÉL 22034;;;;;;;;;;;;
52822035;LEV KÉZI DRÓTKEFE 270 MM, MŰANYAG NYÉL, ÍVES, HULLÁMOS FÉM/ACÉL;;;;;;;;;;;;
52822036;DRÓTKEFE INOX KÉZI 270MM 22036;;;;;;;;;;;;
52822040;LEV FESTA KÖRKEFE M14-0,5 CSAVART, EDZETT, INOX;;;;;;;;;;;;
528220658;ECSETKEFE FONATLAN CSAPOS PBU 3029/6 SIC 180 0.90 PFERD 220658;;;;;;;;;;;;
52822084;NÉGER CSISZOLÓTÁRCSA (NYLON TÁRCSA) HORDOZÓTESTTEL 125X22,2 MM SCOTCH-BRITE LEV;;;;;;;;;;;;
528220856;FAZÉKKEFE FONATLAN POS TBU 75/M14 INOX 0.30 PFERD 220856;;;;;;;;;;;;
528220MAK99016;POWERY HELYETTESÍTŐ AKKUTÖLTŐ USB KIMENETTEL MAKITA TÍPUS 113119-7;;;;;;;;;;;;
5282211STKSZ;SIKAFLEX TÖMÍTŐ RAGASZTÓ 221  1 KOMPONENSŰ SZÜRKE;;;;;;;;;;;;
